PLATE MJD FIBER PLUG_RA PLUG_DEC Z
3588 55184 688 9.852256 0.4170968 3.2989
3588 55184 694 9.777703 0.2737002 2.3817
3588 55184 696 9.90353 0.111543 0.22058
3588 55184 700 9.846018 0.5929689 2.8699e-05
3588 55184 704 9.813963 1.073802 3.2216
3588 55184 709 9.882075 1.103132 -0.00015395
3588 55184 710 9.856511 1.018958 0.37215
3588 55184 716 9.897455 0.9062195 -0.00016045
3588 55184 724 10.04155 0.6356518 2.4433
3588 55184 730 9.995549 0.4730599 0.79898
3588 55184 732 9.925261 0.3559255 1.0406
3588 55184 736 9.92753 0.336095 2.7145
3588 55184 740 10.10885 0.3949353 2.1861
3588 55184 746 9.993759 1.157876 6.0615
3588 55184 748 9.963173 1.188231 0.00028279
3588 55184 750 10.00592 0.985764 -9.0983e-05
3588 55184 754 9.960406 0.9864615 -0.00056561
3588 55184 764 10.2431 0.4358339 -0.00071843
3588 55184 768 10.19527 0.611214 2.4408
3588 55184 772 10.13819 0.3823662 -0.0007894
3588 55184 776 10.14248 0.232342 2.543
3588 55184 780 10.21266 0.1551173 2.3623
3588 55184 790 10.29412 1.124672 -0.00027809
3588 55184 794 10.25867 0.8840472 -0.00010543
3588 55184 798 10.22446 0.8123443 0.24703
3588 55184 800 10.17557 0.8115261 0.98899
3588 55184 814 10.45051 0.4296362 2.3991
3588 55184 818 10.46898 0.5013881 2.3485
3588 55184 824 10.41585 0.9968717 0.58223
3588 55184 834 10.38077 0.7485483 5.3666
3588 55184 836 10.37415 0.9876228 3.0046
3588 55184 858 10.55067 0.5866567 2.497
3588 55184 860 10.58344 0.5547598 2.3595
3588 55184 864 10.62947 1.062022 2.3043
3588 55184 868 10.59033 0.9899568 -0.00060211
3588 55184 870 10.52991 0.8778592 5.8859
3588 55184 880 10.70702 0.9281692 3.9391
3588 55184 882 10.586 0.4285496 5.7244
3588 55184 884 10.66755 0.5549267 5.8662
3588 55184 886 10.6037 0.6137287 2.058
3588 55184 888 10.64729 0.3500453 2.5737
3588 55184 890 10.72745 0.299281 -0.00029091
3588 55184 892 10.71798 0.4583518 0.19542
3588 55184 894 10.62475 0.1832368 1.2707
3588 55184 896 10.67713 0.1743227 0.58179
3588 55184 914 10.77585 0.8059046 -0.00055444
3588 55184 918 10.85355 0.7806036 -0.00059374
3588 55184 920 10.79982 1.152608 2.2166
3588 55184 928 10.76489 0.5559272 0.58121
3588 55184 930 10.8668 0.6259821 0.58079
3588 55184 932 10.81872 0.4713853 -0.00070136
3588 55184 934 10.93478 0.4546985 -4.3747e-05
3588 55184 940 10.8881 0.2250552 2.2964
3588 55184 958 11.19741 0.8724116 2.7736
3588 55184 960 11.09659 0.8626842 6.6105
3588 55184 970 11.12933 0.5282782 1.0233
3588 55184 974 11.2231 0.4463064 -0.00025632
3588 55184 978 10.98584 0.1308219 2.7818
3588 55184 986 11.39549 0.3699045 1.0934
3588 55184 992 11.3175 0.5505328 0.87144
3588 55184 994 11.33729 0.2137568 0.65423
3588 55184 996 11.39863 0.233611 3.2456
3588 55184 1000 11.4591 0.2466525 0.85557
3589 55186 4 12.2688 -0.4843658 2.6865
3589 55186 8 12.27387 -0.5142292 3.2284
3589 55186 10 12.34869 -0.2998974 -0.00058063
3589 55186 12 12.23789 -0.255579 2.1697
3589 55186 18 12.3411 -0.1264773 0.20112
3589 55186 22 12.12491 -0.5086891 0.00028206
3589 55186 24 12.21841 -0.408564 2.6903
3589 55186 26 12.10726 -0.5894535 2.2951
3589 55186 28 12.1447 -0.2193617 0.58362
3589 55186 30 12.09369 -0.5736941 2.3639
3589 55186 32 12.11288 -0.0013561 2.7023
3589 55186 33 12.1484 -0.2965496 -0.00053679
3589 55186 34 12.11475 -0.01957533 0.11275
3589 55186 35 12.19236 -0.06885116 0.86099
3589 55186 39 12.08305 -0.07743774 1.0963
3589 55186 40 12.06274 -0.08082919 3.1226
3589 55186 46 12.25137 -0.7520366 -0.0012464
3589 55186 52 12.06182 -0.9950896 -0.00057914
3589 55186 60 12.00602 -0.6475528 2.5813
3589 55186 66 11.92112 -0.2790747 0.66436
3589 55186 74 11.98407 -0.06727087 2.828
3589 55186 76 12.00148 -0.5922692 0.8748
3589 55186 84 11.77772 -1.055391 0.36113
3589 55186 90 11.83288 -1.021762 3.5886
3589 55186 98 11.89971 -0.8296666 2.1737
3589 55186 104 11.81809 -0.5972838 4.177
3589 55186 108 11.76034 -0.413805 0.00027503
3589 55186 110 11.67633 -0.131581 2.2296
3589 55186 120 11.67813 -0.05118857 0.94522
3589 55186 126 11.61254 -1.032911 1.4003
3589 55186 130 11.57153 -0.942096 0.00018343
3589 55186 132 11.59033 -0.8765893 -0.00071989
3589 55186 136 11.76241 -0.7446205 -0.00082261
3589 55186 141 11.53153 -1.034959 2.3177
3589 55186 142 11.63009 -0.1961173 2.4624
3589 55186 144 11.64246 -0.4355858 0.00056624
3589 55186 154 11.57754 -0.1602195 2.4399
3589 55186 162 11.44941 -1.209069 -0.0002118
3589 55186 164 11.38491 -1.022498 0.19914
3589 55186 168 11.33792 -1.24873 -0.00070684
3589 55186 170 11.45821 -0.9634626 3.8523
3589 55186 182 11.46122 -0.3613747 2.5128
3589 55186 184 11.46543 -0.5184699 0.0
3589 55186 188 11.46117 -0.4659187 -0.00027091
3589 55186 190 11.24692 -0.6206142 2.3532
3589 55186 196 11.48897 -0.08625429 2.3015
3589 55186 198 11.36077 -0.3176979 2.2405
3589 55186 204 11.27074 -1.16503 0.64646
3589 55186 206 11.23731 -1.090397 -0.00068352
3589 55186 212 11.14921 -0.9274052 -0.00061992
3589 55186 216 11.16903 -0.8918023 2.5871
3589 55186 218 11.16352 -0.7020117 2.0596
3589 55186 224 11.09074 -0.6129927 -0.00047936
3589 55186 226 11.0679 -0.6117938 1.9057
3589 55186 227 11.18594 -0.6206618 -0.00010584
3589 55186 233 11.21982 -0.1406179 3.6175
3589 55186 234 11.11465 -0.3092759 -0.00094599
3589 55186 236 11.01178 -0.1115766 2.4926
3589 55186 237 11.11771 -0.1131438 3.4696
3589 55186 238 11.31587 0.01393212 0.00031422
3589 55186 240 11.09788 -0.03406331 1.8323
3589 55186 242 11.03947 -1.077138 0.79867
3589 55186 246 10.98463 -1.181939 0.6307
3589 55186 248 11.11508 -1.120098 1.4922
3589 55186 254 10.97619 -0.9973958 3.0531
3589 55186 258 10.95811 -0.9632986 -0.00059949
3589 55186 262 10.9005 -0.01937539 2.9767
3589 55186 266 10.90012 -0.4317366 1.5814
3589 55186 268 10.95926 -0.4384541 0.00078902
3589 55186 278 10.84762 -0.2645787 2.7843
3589 55186 282 10.7904 -1.210297 2.581
3589 55186 290 10.77505 -0.8924286 2.225
3589 55186 294 10.8377 -0.9899339 1.4549
3589 55186 298 10.8741 -0.7437391 -0.00052899
3589 55186 302 10.78272 -0.6261199 -0.00026698
3589 55186 320 10.79901 -0.5248996 1.2712
3589 55186 328 10.60551 -1.088876 2.37
3589 55186 332 10.63133 -1.014202 2.3059
3589 55186 334 10.68099 -1.071901 2.9392
3589 55186 338 10.7522 -1.067274 2.5075
3589 55186 340 10.58506 -0.6662008 -0.00012526
3589 55186 352 10.58994 -0.4426872 1.6023
3589 55186 362 10.46821 -1.177014 3.8721
3589 55186 364 10.42097 -1.197716 2.1497
3589 55186 366 10.42986 -0.9819663 2.5526
3589 55186 369 10.51957 -1.078625 0.0001995
3589 55186 370 10.4234 -0.9224923 -0.00058113
3589 55186 371 10.4767 -1.018121 1.4006
3589 55186 376 10.50427 -0.9733332 0.00043636
3589 55186 380 10.50218 -0.918386 -0.00031166
3589 55186 382 10.47656 -0.4988601 3.848
3589 55186 400 10.30783 -0.2772392 1.1512
3589 55186 402 10.33459 -0.9199836 0.47885
3589 55186 418 10.23949 -0.8817119 3.014
3589 55186 423 10.02519 -0.619973 1.8131
3589 55186 426 10.28633 -0.5242244 6.5629
3589 55186 442 9.915302 -0.9352777 2.2387
3589 55186 446 10.17348 -1.043223 3.1202
3589 55186 450 10.15876 -0.9464631 4.5439e-05
3589 55186 452 10.22023 -1.123577 3.6672
3589 55186 456 9.89881 -0.734746 1.1705
3589 55186 462 9.902217 -0.5285192 1.146
3589 55186 471 9.917458 -0.1660464 2.2557
3589 55186 480 9.868057 -0.02695704 2.4786
3589 55186 492 9.659906 -0.2680503 0.71493
3589 55186 493 9.74516 -0.300431 2.7358
3589 55186 498 9.673555 -0.1173711 0.5527
3589 55186 506 9.760627 0.8059454 6.9221
3589 55186 508 9.73279 0.3684214 1.6506
3589 55186 522 9.817807 0.7428977 0.16551
3589 55186 541 10.06178 1.113399 3.0948
3589 55186 556 10.10153 1.014675 0.00048188
3589 55186 558 10.09334 0.9943593 2.5636
3589 55186 562 10.01446 0.5838676 2.758
3589 55186 568 10.186 0.6471085 2.2849
3589 55186 586 10.21243 1.121005 2.4353
3589 55186 590 10.28569 1.13064 2.9175
3589 55186 594 10.14835 0.7421475 0.058634
3589 55186 596 10.26663 1.000601 2.7846
3589 55186 600 10.22798 0.9108059 2.0406
3589 55186 618 10.35287 0.08973738 2.5563
3589 55186 622 10.39117 1.213063 0.75508
3589 55186 624 10.35682 1.149789 -0.00070513
3589 55186 626 10.33079 1.08266 2.2793
3589 55186 634 10.42496 1.043252 0.82422
3589 55186 638 10.36697 0.8549178 1.5723
3589 55186 639 10.48035 0.6839243 2.5515
3589 55186 648 10.5271 0.2193973 2.5886
3589 55186 652 10.46682 0.1392621 0.65533
3589 55186 664 10.5004 1.213636 2.1894
3589 55186 674 10.63691 0.9413388 3.7216e-05
3589 55186 677 10.62947 1.062022 2.3049
3589 55186 678 10.57334 1.034874 2.6038
3589 55186 684 10.57801 0.5436222 3.0603
3589 55186 694 10.62154 0.2309058 3.3324
3589 55186 696 10.61603 0.6045379 2.6498
3589 55186 698 10.60406 0.4176967 2.3136
3589 55186 700 10.6341 0.200045 -0.00062959
3589 55186 710 10.81955 1.002742 -0.00080766
3589 55186 714 10.63933 0.7882012 0.00015334
3589 55186 718 10.83188 0.8110424 -0.00031007
3589 55186 720 10.73288 0.7547437 -0.0010287
3589 55186 722 10.76065 0.6335367 -0.00013821
3589 55186 740 10.80492 0.1573429 6.0953
3589 55186 744 10.93095 1.15974 0.37578
3589 55186 756 10.98804 1.238268 2.6827
3589 55186 764 11.10198 0.4924975 2.1633
3589 55186 768 11.03167 0.6419482 0.79611
3589 55186 772 11.07479 0.3852399 2.2239
3589 55186 776 11.18361 0.2176662 2.2766
3589 55186 784 11.13425 1.222678 0.63435
3589 55186 788 11.02557 1.143594 1.1515
3589 55186 794 11.18694 0.9144829 0.84682
3589 55186 796 11.04559 0.8547721 -0.00076792
3589 55186 804 11.31851 0.4998798 0.58762
3589 55186 806 11.26165 0.601154 2.103
3589 55186 808 11.2533 0.6863232 0.71424
3589 55186 812 11.36524 0.2361844 2.4274
3589 55186 813 11.365 0.4663607 1.5698
3589 55186 814 11.28494 0.1842533 0.00069655
3589 55186 816 11.26333 0.08430484 0.4551
3589 55186 818 11.33267 0.2097079 -0.00012718
3589 55186 824 11.21785 1.159611 1.2604
3589 55186 840 11.30261 0.720958 0.263
3589 55186 842 11.56763 0.5518814 0.46182
3589 55186 848 11.52345 0.2599741 0.41291
3589 55186 852 11.49418 0.4234639 2.2819
3589 55186 854 11.48223 0.1900636 2.8033
3589 55186 856 11.50199 0.09545817 2.4592
3589 55186 858 11.44299 0.1388907 0.53807
3589 55186 860 11.50865 0.3977598 2.1807
3589 55186 861 11.51727 1.177122 0.00013554
3589 55186 864 11.56875 1.228623 2.163
3589 55186 868 11.51886 0.9486443 2.3947
3589 55186 872 11.61187 0.7591698 -0.00047724
3589 55186 876 11.44361 0.8940686 1.1755
3589 55186 906 11.63476 1.095673 -0.00064621
3589 55186 910 11.77728 0.9952757 2.3072
3589 55186 912 11.6512 0.8522473 -0.0012554
3589 55186 913 11.79464 0.7084463 3.4726
3589 55186 914 11.86142 0.9298472 2.8192
3589 55186 916 11.86989 0.672305 3.063
3589 55186 918 11.75626 0.6448527 -0.00051872
3589 55186 920 11.70786 0.7442073 -0.00062461
3589 55186 930 11.79607 0.5932551 -1.0689e-05
3589 55186 932 11.81884 0.3878948 2.2047
3589 55186 934 11.90916 0.3320347 2.4769
3589 55186 940 11.92813 0.1321157 0.00011258
3589 55186 942 11.93469 1.127105 2.1171
3589 55186 944 11.83241 1.137922 2.0638
3589 55186 946 12.02871 0.9438486 3.3043
3589 55186 954 12.18542 0.7763039 2.2505
3589 55186 966 12.04957 0.5024799 1.3766
3589 55186 968 12.12274 0.5610688 1.5325
3589 55186 976 11.98301 0.3708848 0.6809
3589 55186 978 12.02727 0.1650678 5.6412
3589 55186 982 12.17999 0.5583884 2.3381
3589 55186 996 12.26284 0.1456243 6.6576
3590 55201 8 13.48779 0.04183151 2.192
3590 55201 10 13.42501 0.02599324 1.1747
3590 55201 12 13.37567 -0.2177702 0.00081101
3590 55201 22 13.16081 -0.3437863 1.3052e-05
3590 55201 26 13.23243 -0.116745 5.309e-05
3590 55201 32 13.25306 -0.4909173 -0.00071471
3590 55201 36 13.19729 -0.4892071 2.0343
3590 55201 54 13.04274 -1.001635 1.5618
3590 55201 88 12.99152 -0.743805 2.4611
3590 55201 92 12.90937 -0.8017375 -0.00023555
3590 55201 96 12.88719 -0.6801148 0.0015159
3590 55201 98 13.02797 -0.6091799 -0.00064974
3590 55201 114 12.91667 0.01408735 1.6173
3590 55201 116 12.98518 -0.1087056 0.00010261
3590 55201 120 12.89749 -0.2951258 -0.00083228
3590 55201 121 12.77029 -1.03119 0.67902
3590 55201 122 12.74423 -0.9793355 2.5374
3590 55201 124 12.84468 -0.7828378 2.6945
3590 55201 126 12.71546 -0.9890025 -0.00034425
3590 55201 128 12.88278 -0.741118 3.3107
3590 55201 130 12.81908 -0.7166119 2.8041
3590 55201 134 12.85459 -0.6399286 2.2057
3590 55201 162 12.58856 -1.161331 2.2792
3590 55201 164 12.66914 -0.9334717 -0.00059351
3590 55201 168 12.52646 -0.8886937 4.3014
3590 55201 172 12.57853 -0.9105573 2.3258
3590 55201 174 12.48527 -1.155169 2.2727
3590 55201 180 12.62871 -0.667267 -0.00056393
3590 55201 184 12.56844 -0.3965584 2.9803
3590 55201 190 12.65643 -0.08084864 6.3204e-06
3590 55201 192 12.54656 -0.3867543 2.6935
3590 55201 196 12.71386 0.03753124 2.5346
3590 55201 198 12.62752 -0.03827925 -0.00035937
3590 55201 202 12.46406 -0.890957 3.1181
3590 55201 208 12.42136 -1.115953 -0.00052703
3590 55201 210 12.33362 -0.7664415 -0.00038845
3590 55201 211 12.35587 -1.06469 -0.00016305
3590 55201 212 12.4219 -0.9021491 0.00028747
3590 55201 214 12.46295 -0.7929786 -0.00076163
3590 55201 218 12.43113 -0.6386036 2.2379
3590 55201 221 12.41299 -0.1165047 3.0378
3590 55201 222 12.27477 -0.5262007 4.1649
3590 55201 224 12.3856 -0.1883506 1.2113
3590 55201 228 12.22851 -0.1348856 2.4666
3590 55201 230 12.41419 -0.07340968 1.4379
3590 55201 232 12.28015 -0.1326862 -0.00086605
3590 55201 234 12.28029 -0.04025899 2.3549
3590 55201 242 12.30903 -1.225697 0.00018115
3590 55201 244 12.26736 -1.192487 1.5945
3590 55201 246 12.22407 -1.084925 0.47954
3590 55201 248 12.32114 -0.9734411 2.4022
3590 55201 250 12.1583 -1.114398 3.8167
3590 55201 252 12.16244 -0.9914264 -0.00054633
3590 55201 254 12.27831 -0.7725574 2.6459
3590 55201 257 12.22474 -0.7273826 2.109
3590 55201 260 12.19836 -0.8281022 1.5689
3590 55201 268 11.98784 -0.5339126 -7.9837e-05
3590 55201 271 12.06274 -0.08082919 3.1194
3590 55201 276 11.96325 -0.2624861 2.5008
3590 55201 282 12.0789 -1.221759 0.00028061
3590 55201 284 12.02525 -1.056004 2.5312
3590 55201 286 12.11665 -0.939884 -0.00071638
3590 55201 290 12.03486 -1.070555 2.4967
3590 55201 296 11.9556 -1.051198 -0.00049148
3590 55201 302 11.88588 -0.2766057 2.6104
3590 55201 306 11.88379 -0.4948789 0.80683
3590 55201 312 11.9198 -0.005421728 4.5994e-05
3590 55201 314 11.82166 -0.01492413 3.761
3590 55201 318 11.79584 -0.2811145 -0.00056144
3590 55201 320 11.82363 0.04741634 -0.00050479
3590 55201 326 11.79578 -1.024965 1.6336
3590 55201 328 11.86576 -1.074799 1.7705
3590 55201 340 11.81143 -0.8844323 0.00012768
3590 55201 344 11.70547 -0.6010166 2.486
3590 55201 350 11.76034 -0.413805 2.4343e-05
3590 55201 352 11.57589 -0.2970695 5.8407
3590 55201 354 11.54421 -0.2311524 1.2292
3590 55201 356 11.71406 -0.1451293 0.12987
3590 55201 360 11.69972 -0.1048469 2.8593
3590 55201 362 11.67971 -1.234784 2.7123
3590 55201 368 11.55993 -0.9788887 2.2633
3590 55201 370 11.58 -0.9006875 2.3769
3590 55201 374 11.61168 -0.7631931 2.1084
3590 55201 376 11.57614 -0.7549417 2.0555
3590 55201 378 11.58323 -0.7087697 0.73901
3590 55201 380 11.53385 -0.9326518 3.5286e-05
3590 55201 382 11.5414 -0.3423732 2.4319
3590 55201 396 11.40196 -0.00505634 3.1603
3590 55201 397 11.51692 -0.3752739 -0.00058404
3590 55201 398 11.52923 -0.05662588 0.00019422
3590 55201 400 11.47366 -0.04885198 2.2156
3590 55201 402 11.53857 -0.9766005 2.3014
3590 55201 404 11.38236 -1.241235 1.1907
3590 55201 406 11.49791 -0.8717647 -0.0006843
3590 55201 409 11.29026 -1.099711 2.3274
3590 55201 412 11.3244 -1.242903 1.1471
3590 55201 413 11.35605 -0.6977145 1.9172
3590 55201 424 11.35787 -0.2308425 2.4708
3590 55201 430 11.20182 -0.1092831 -0.00013756
3590 55201 438 11.28962 -0.1094797 -0.00099532
3590 55201 440 11.16649 -0.06036818 0.62799
3590 55201 442 11.21135 -1.092315 -0.00044581
3590 55201 446 11.02996 -1.085519 1.3947
3590 55201 462 10.89035 -0.6549088 2.6484
3590 55201 468 10.87914 -0.286845 -0.00057022
3590 55201 475 10.98278 -0.1277436 1.0387
3590 55201 476 10.82946 -0.02531782 0.21611
3590 55201 486 10.70673 -0.3601712 1.3738
3590 55201 487 10.63556 -0.2198959 1.0489
3590 55201 492 10.74826 -0.2215699 1.1666
3590 55201 513 10.61855 0.2843883 2.5455
3590 55201 518 10.5693 0.2270604 -0.00066379
3590 55201 520 10.53316 0.1383774 3.1254
3590 55201 522 10.9299 0.2904326 0.00094749
3590 55201 526 10.77296 0.4987516 2.9131
3590 55201 530 10.75028 0.394837 2.464
3590 55201 540 10.8001 0.1474706 -0.00055962
3590 55201 542 11.01278 1.105601 0.00039382
3590 55201 544 10.83703 0.9066775 -0.00080397
3590 55201 550 10.97068 0.892112 1.1449
3590 55201 554 11.00111 0.790195 0.34467
3590 55201 555 10.9905 0.7261231 1.8231
3590 55201 556 10.79651 0.734281 0.83401
3590 55201 558 10.96276 0.9795207 3.2417
3590 55201 560 10.88142 0.8825187 1.5742
3590 55201 571 11.07869 0.3972364 -0.00073144
3590 55201 576 11.08382 0.1789493 3.2285
3590 55201 584 11.31396 1.03211 2.3252
3590 55201 585 11.15636 1.12224 0.91792
3590 55201 588 11.16874 1.051788 3.2912
3590 55201 594 11.17888 0.7146777 0.38762
3590 55201 598 11.28669 0.7681141 -0.00030495
3590 55201 602 11.45899 0.6240053 1.5509
3590 55201 608 11.34443 0.4911702 -0.00073683
3590 55201 612 11.4591 0.2466525 0.85543
3590 55201 616 11.37155 0.09873933 3.0845
3590 55201 617 11.32958 0.1825506 -0.00053883
3590 55201 620 11.44299 0.1388907 -0.00066967
3590 55201 622 11.46035 1.122922 0.75251
3590 55201 624 11.31743 1.142123 -0.00045002
3590 55201 630 11.55643 1.073814 2.8969
3590 55201 633 11.44931 1.102194 1.4627
3590 55201 634 11.52456 0.7243915 2.9791
3590 55201 638 11.4345 0.7282944 2.1931
3590 55201 642 11.50292 0.6524631 1.6407
3590 55201 648 11.56139 0.6499188 1.0726
3590 55201 650 11.65517 0.3033638 2.6222
3590 55201 656 11.51372 0.1248447 2.5449
3590 55201 660 11.56944 0.3098724 2.4302
3590 55201 664 11.89642 1.13112 0.25153
3590 55201 666 11.81271 1.175559 3.2539
3590 55201 668 11.73122 1.169354 6.4211
3590 55201 670 11.72184 1.196168 2.3701
3590 55201 674 11.83241 1.137922 2.0636
3590 55201 677 11.86514 0.9791387 1.7365
3590 55201 682 11.84271 0.487663 0.22951
3590 55201 690 11.87901 0.4336146 -0.00065013
3590 55201 696 11.88641 0.3531552 2.8719
3590 55201 704 11.9989 1.125426 2.3417
3590 55201 705 12.02524 0.7732271 2.3588
3590 55201 707 12.00379 1.158332 2.2676
3590 55201 710 12.16849 1.10391 0.00020501
3590 55201 712 11.88544 0.9824502 0.39235
3590 55201 714 11.96945 0.9695995 -0.00021256
3590 55201 719 12.00916 0.6778173 4.1913
3590 55201 721 12.05195 0.5666003 7.3034e-05
3590 55201 726 12.12635 0.2979987 -0.0020484
3590 55201 728 11.9083 0.410636 0.82169
3590 55201 736 11.9699 0.2284772 2.159
3590 55201 742 12.20678 1.095427 2.6125
3590 55201 744 12.18414 1.015991 -1.6471e-05
3590 55201 746 11.89547 1.237787 3.276
3590 55201 748 12.23477 0.9467047 2.3271
3590 55201 752 12.19491 0.9362102 3.0482
3590 55201 773 12.17789 0.09548335 2.6854
3590 55201 774 12.16443 0.4216898 0.7235
3590 55201 778 12.31741 0.2685514 -0.00067692
3590 55201 784 12.69151 1.142678 -0.00080067
3590 55201 788 12.41579 0.9346433 -0.00032345
3590 55201 790 12.43577 0.8758456 2.2723
3590 55201 792 12.27835 0.7677405 2.2224
